timestamp_utc,event,state,district,block,village,year,wqi_value,wqi_class,wqi_range,hhi_value,hhi_class,hhi_range,payload_json,result_json
2026-02-17T13:22:52.917365+00:00,predict_success,Tamil Nadu,Ariyalur,,,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Good"", ""value"": 19.87, ""range"": [11.07, 28.67]}, ""hhi"": {""class"": ""Low"", ""value"": 0.26, ""range"": [0.06, 0.46]}, ""trend"": [{""year"": 2020, ""wqi_value"": 33.36, ""hhi_value"": 2.54, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 80.0, ""hhi_value"": 0.79, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2022, ""wqi_value"": 3.79, ""hhi_value"": 2.08, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 20.41, ""hhi_value"": 1.87, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 4.52, ""hhi_value"": 1.55, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 19.87, ""hhi_value"": 0.26, ""wqi_class"": ""Good"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 41.63, ""hhi_value"": 2.39, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 96.18, ""hhi_value"": 1.31, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2028, ""wqi_value"": 90.35, ""hhi_value"": 2.14, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 51.33, ""hhi_value"": 3.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 77.02, ""hhi_value"": 2.81, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}]}"
2026-02-17T13:22:54.142066+00:00,predict_client,Tamil Nadu,Ariyalur,,,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:22:58.772445+00:00,predict_success,Tamil Nadu,Ariyalur,,,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Good"", ""value"": 19.87, ""range"": [11.07, 28.67]}, ""hhi"": {""class"": ""Low"", ""value"": 0.26, ""range"": [0.06, 0.46]}, ""trend"": [{""year"": 2020, ""wqi_value"": 33.36, ""hhi_value"": 2.54, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 80.0, ""hhi_value"": 0.79, ""wqi_class"": ""Poor"", ""hhi_class"": ""Low""}, {""year"": 2022, ""wqi_value"": 3.79, ""hhi_value"": 2.08, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 20.41, ""hhi_value"": 1.87, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 4.52, ""hhi_value"": 1.55, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 19.87, ""hhi_value"": 0.26, ""wqi_class"": ""Good"", ""hhi_class"": ""Low""}, {""year"": 2026, ""wqi_value"": 41.63, ""hhi_value"": 2.39, ""wqi_class"": ""Good"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 96.18, ""hhi_value"": 1.31, ""wqi_class"": ""Unfit"", ""hhi_class"": ""Medium""}, {""year"": 2028, ""wqi_value"": 90.35, ""hhi_value"": 2.14, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 51.33, ""hhi_value"": 3.0, ""wqi_class"": ""Moderate"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 77.02, ""hhi_value"": 2.81, ""wqi_class"": ""Poor"", ""hhi_class"": ""High""}]}"
2026-02-17T13:22:59.987835+00:00,predict_client,Tamil Nadu,Ariyalur,,,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:27:38.832894+00:00,predict_success,Tamil Nadu,Ariyalur,,,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.61, ""range"": [81.0, 88.41]}, ""hhi"": {""class"": ""High"", ""value"": 2.54, ""range"": [2.24, 2.84]}, ""trend"": [{""year"": 2020, ""wqi_value"": 84.47, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 84.5, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 84.53, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.56, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 84.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.61, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.64, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 84.67, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.7, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 84.73, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 84.76, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:27:43.595556+00:00,predict_client,Tamil Nadu,Ariyalur,,,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:36:59.303326+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,84.61,Unfit,81.0-88.41,2.54,High,2.24-2.84,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.61, ""range"": [81.0, 88.41]}, ""hhi"": {""class"": ""High"", ""value"": 2.54, ""range"": [2.24, 2.84]}, ""trend"": [{""year"": 2020, ""wqi_value"": 84.47, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 84.5, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 84.53, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.56, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 84.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.61, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.64, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 84.67, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.7, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 84.73, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 84.76, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:37:00.516528+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:37:24.043531+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,84.61,Unfit,81.0-88.41,2.54,High,2.24-2.84,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.61, ""range"": [81.0, 88.41]}, ""hhi"": {""class"": ""High"", ""value"": 2.54, ""range"": [2.24, 2.84]}, ""trend"": [{""year"": 2020, ""wqi_value"": 84.47, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 84.5, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 84.53, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.56, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 84.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.61, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.64, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 84.67, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.7, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 84.73, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 84.76, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:37:25.279052+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:37:55.361478+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,84.61,Unfit,81.0-88.41,2.54,High,2.24-2.84,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.61, ""range"": [81.0, 88.41]}, ""hhi"": {""class"": ""High"", ""value"": 2.54, ""range"": [2.24, 2.84]}, ""trend"": [{""year"": 2020, ""wqi_value"": 84.47, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 84.5, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 84.53, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.56, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 84.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.61, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.64, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 84.67, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.7, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 84.73, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 84.76, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:38:08.689457+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,84.61,Unfit,81.0-88.41,2.54,High,2.24-2.84,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.61, ""range"": [81.0, 88.41]}, ""hhi"": {""class"": ""High"", ""value"": 2.54, ""range"": [2.24, 2.84]}, ""trend"": [{""year"": 2020, ""wqi_value"": 84.47, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 84.5, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 84.53, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.56, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 84.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.61, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.64, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 84.67, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.7, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 84.73, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 84.76, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:38:09.913564+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:38:40.209777+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,84.61,Unfit,81.0-88.41,2.54,High,2.24-2.84,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.61, ""range"": [81.0, 88.41]}, ""hhi"": {""class"": ""High"", ""value"": 2.54, ""range"": [2.24, 2.84]}, ""trend"": [{""year"": 2020, ""wqi_value"": 84.47, ""hhi_value"": 2.53, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 84.5, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 84.53, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 84.56, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 84.59, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.61, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.64, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 84.67, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.7, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 84.73, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 84.76, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:38:42.125445+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:44:40.467820+00:00,predict_success,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,85.66,Unfit,81.86-89.46,2.51,High,2.21-2.81,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}","{""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 85.66, ""range"": [81.86, 89.46]}, ""hhi"": {""class"": ""High"", ""value"": 2.51, ""range"": [2.21, 2.81]}, ""trend"": [{""year"": 2020, ""wqi_value"": 83.02, ""hhi_value"": 2.41, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 85.14, ""hhi_value"": 2.65, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 83.33, ""hhi_value"": 2.66, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 86.38, ""hhi_value"": 2.72, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 82.94, ""hhi_value"": 2.5, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 85.66, ""hhi_value"": 2.51, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 86.68, ""hhi_value"": 2.59, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 86.31, ""hhi_value"": 2.49, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 83.4, ""hhi_value"": 2.58, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 83.34, ""hhi_value"": 2.74, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 86.75, ""hhi_value"": 2.61, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:44:41.700813+00:00,predict_client,Tamil Nadu,Ariyalur,Andimadam,Alagapuram,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Ariyalur"", ""block"": ""Andimadam"", ""village"": ""Alagapuram"", ""year"": ""2025""}",
2026-02-17T13:45:22.755159+00:00,predict_success,Tamil Nadu,Kancheepuram,Uthiramerur,Salavakkam,2025,84.42,Unfit,81.0-88.22,2.35,High,2.05-2.65,"{""state"": ""Tamil Nadu"", ""district"": ""Kancheepuram"", ""block"": ""Uthiramerur"", ""village"": ""Salavakkam"", ""year"": ""2025""}","{""district"": ""Kancheepuram"", ""block"": ""Uthiramerur"", ""village"": ""Salavakkam"", ""year"": 2025, ""wqi"": {""class"": ""Unfit"", ""value"": 84.42, ""range"": [81.0, 88.22]}, ""hhi"": {""class"": ""High"", ""value"": 2.35, ""range"": [2.05, 2.65]}, ""trend"": [{""year"": 2020, ""wqi_value"": 86.26, ""hhi_value"": 2.33, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2021, ""wqi_value"": 85.23, ""hhi_value"": 2.32, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2022, ""wqi_value"": 85.09, ""hhi_value"": 2.65, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2023, ""wqi_value"": 81.82, ""hhi_value"": 2.56, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2024, ""wqi_value"": 83.06, ""hhi_value"": 2.66, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2025, ""wqi_value"": 84.42, ""hhi_value"": 2.35, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2026, ""wqi_value"": 84.61, ""hhi_value"": 2.61, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2027, ""wqi_value"": 82.03, ""hhi_value"": 2.75, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2028, ""wqi_value"": 84.96, ""hhi_value"": 2.62, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2029, ""wqi_value"": 83.51, ""hhi_value"": 2.58, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2030, ""wqi_value"": 85.81, ""hhi_value"": 2.4, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:45:23.987949+00:00,predict_client,Tamil Nadu,Kancheepuram,Uthiramerur,Salavakkam,2025,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Kancheepuram"", ""block"": ""Uthiramerur"", ""village"": ""Salavakkam"", ""year"": ""2025""}",
2026-02-17T13:45:47.853418+00:00,predict_success,Tamil Nadu,Kancheepuram,Uthiramerur,Salavakkam,2041,84.5,Unfit,81.0-88.3,2.52,High,2.22-2.82,"{""state"": ""Tamil Nadu"", ""district"": ""Kancheepuram"", ""block"": ""Uthiramerur"", ""village"": ""Salavakkam"", ""year"": ""2041""}","{""district"": ""Kancheepuram"", ""block"": ""Uthiramerur"", ""village"": ""Salavakkam"", ""year"": 2041, ""wqi"": {""class"": ""Unfit"", ""value"": 84.5, ""range"": [81.0, 88.3]}, ""hhi"": {""class"": ""High"", ""value"": 2.52, ""range"": [2.22, 2.82]}, ""trend"": [{""year"": 2036, ""wqi_value"": 82.51, ""hhi_value"": 2.51, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2037, ""wqi_value"": 84.95, ""hhi_value"": 2.76, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2038, ""wqi_value"": 86.16, ""hhi_value"": 2.45, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2039, ""wqi_value"": 87.63, ""hhi_value"": 2.34, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2040, ""wqi_value"": 84.3, ""hhi_value"": 2.51, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2041, ""wqi_value"": 84.5, ""hhi_value"": 2.52, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2042, ""wqi_value"": 83.41, ""hhi_value"": 2.54, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2043, ""wqi_value"": 85.95, ""hhi_value"": 2.66, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2044, ""wqi_value"": 85.14, ""hhi_value"": 2.33, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2045, ""wqi_value"": 87.74, ""hhi_value"": 2.36, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}, {""year"": 2046, ""wqi_value"": 83.81, ""hhi_value"": 2.63, ""wqi_class"": ""Unfit"", ""hhi_class"": ""High""}]}"
2026-02-17T13:45:49.085940+00:00,predict_client,Tamil Nadu,Kancheepuram,Uthiramerur,Salavakkam,2041,,,,,,,"{""state"": ""Tamil Nadu"", ""district"": ""Kancheepuram"", ""block"": ""Uthiramerur"", ""village"": ""Salavakkam"", ""year"": ""2041""}",
